Gene stable ID,Goat gene stable ID,Goat homology type
ENSOARG00000011340,ENSCHIG00000013290,ortholog_one2one
ENSOARG00000011475,ENSCHIG00000010091,ortholog_one2one
ENSOARG00000011632,ENSCHIG00000013099,ortholog_one2one
ENSOARG00000012048,ENSCHIG00000006171,ortholog_one2one
ENSOARG00000012441,ENSCHIG00000022052,ortholog_one2one
ENSOARG00000012595,ENSCHIG00000017482,ortholog_one2many
ENSOARG00000012834,ENSCHIG00000022236,ortholog_one2one
ENSOARG00000012954,ENSCHIG00000016188,ortholog_one2one
ENSOARG00000013116,ENSCHIG00000012435,ortholog_one2one
ENSOARG00000013283,ENSCHIG00000022590,ortholog_one2many
ENSOARG00000013283,ENSCHIG00000014494,ortholog_one2many
ENSOARG00000013283,ENSCHIG00000000149,ortholog_one2many
ENSOARG00000013283,ENSCHIG00000025153,ortholog_one2many
ENSOARG00000013283,ENSCHIG00000024121,ortholog_one2many
ENSOARG00000013283,ENSCHIG00000020529,ortholog_one2many
ENSOARG00000013577,ENSCHIG00000017895,ortholog_one2one
ENSOARG00000013675,ENSCHIG00000015492,ortholog_one2one
ENSOARG00000013715,ENSCHIG00000012871,ortholog_one2one
ENSOARG00000013993,ENSCHIG00000020060,ortholog_one2one
ENSOARG00000014269,ENSCHIG00000013455,ortholog_one2one
ENSOARG00000014282,ENSCHIG00000017387,ortholog_one2one
ENSOARG00000014328,ENSCHIG00000011948,ortholog_one2one
ENSOARG00000014453,ENSCHIG00000022846,ortholog_one2one
ENSOARG00000025093,ENSCHIG00000004533,ortholog_one2one
ENSOARG00000014715,ENSCHIG00000023575,ortholog_one2many
ENSOARG00000014627,ENSCHIG00000017925,ortholog_one2one
ENSOARG00000014801,ENSCHIG00000006061,ortholog_one2one
ENSOARG00000023003,ENSCHIG00000004576,ortholog_one2one
ENSOARG00000014883,ENSCHIG00000015733,ortholog_one2one
ENSOARG00000015068,ENSCHIG00000005398,ortholog_one2one
ENSOARG00000015101,ENSCHIG00000016111,ortholog_one2one
ENSOARG00000015457,ENSCHIG00000018203,ortholog_one2one
ENSOARG00000015977,ENSCHIG00000024002,ortholog_one2one
ENSOARG00000016330,ENSCHIG00000014386,ortholog_one2many
ENSOARG00000016330,ENSCHIG00000014283,ortholog_one2many
ENSOARG00000016365,ENSCHIG00000023855,ortholog_one2one
ENSOARG00000016790,ENSCHIG00000022643,ortholog_one2one
ENSOARG00000017405,ENSCHIG00000024054,ortholog_one2one
ENSOARG00000017592,ENSCHIG00000014274,ortholog_one2one
ENSOARG00000017789,ENSCHIG00000026552,ortholog_one2one
ENSOARG00000017796,ENSCHIG00000022954,ortholog_one2many
ENSOARG00000021596,ENSCHIG00000003736,ortholog_one2one
