Gene stable ID,Goat gene stable ID,Goat homology type
ENSOARG00000012882,ENSCHIG00000001734,ortholog_one2one
ENSOARG00000012925,ENSCHIG00000012325,ortholog_one2one
ENSOARG00000012975,ENSCHIG00000023204,ortholog_one2one
ENSOARG00000012989,ENSCHIG00000016200,ortholog_one2one
ENSOARG00000013014,ENSCHIG00000019556,ortholog_one2one
ENSOARG00000013082,ENSCHIG00000023423,ortholog_one2one
ENSOARG00000013113,ENSCHIG00000017318,ortholog_one2one
ENSOARG00000013126,ENSCHIG00000013467,ortholog_one2one
ENSOARG00000013136,ENSCHIG00000024077,ortholog_one2one
ENSOARG00000013152,ENSCHIG00000011500,ortholog_one2one
ENSOARG00000013174,ENSCHIG00000014308,ortholog_one2one
ENSOARG00000013212,ENSCHIG00000012618,ortholog_one2one
ENSOARG00000013242,ENSCHIG00000016059,ortholog_one2one
ENSOARG00000013354,ENSCHIG00000005911,ortholog_one2one
ENSOARG00000013395,ENSCHIG00000026165,ortholog_one2one
ENSOARG00000013427,ENSCHIG00000018438,ortholog_one2one
ENSOARG00000013439,ENSCHIG00000007707,ortholog_one2one
ENSOARG00000013446,ENSCHIG00000013417,ortholog_one2one
ENSOARG00000013521,ENSCHIG00000011048,ortholog_one2one
ENSOARG00000013535,ENSCHIG00000021004,ortholog_one2one
ENSOARG00000013591,ENSCHIG00000019020,ortholog_one2one
ENSOARG00000013631,ENSCHIG00000021955,ortholog_one2one
ENSOARG00000013662,ENSCHIG00000023762,ortholog_one2one
ENSOARG00000013756,ENSCHIG00000024718,ortholog_one2one
ENSOARG00000013781,ENSCHIG00000024844,ortholog_one2one
ENSOARG00000013790,ENSCHIG00000024946,ortholog_one2one
ENSOARG00000013813,ENSCHIG00000012913,ortholog_one2one
ENSOARG00000013815,ENSCHIG00000000944,ortholog_one2one
ENSOARG00000013820,ENSCHIG00000019980,ortholog_one2one
ENSOARG00000013868,ENSCHIG00000026866,ortholog_one2one
ENSOARG00000013922,ENSCHIG00000006242,ortholog_one2one
ENSOARG00000013941,ENSCHIG00000025038,ortholog_one2one
ENSOARG00000013971,ENSCHIG00000016385,ortholog_one2one
ENSOARG00000013988,ENSCHIG00000024448,ortholog_one2one
ENSOARG00000014052,ENSCHIG00000015379,ortholog_one2one
ENSOARG00000014079,ENSCHIG00000002985,ortholog_one2one
ENSOARG00000014094,ENSCHIG00000015510,ortholog_one2one
ENSOARG00000014107,ENSCHIG00000013980,ortholog_one2one
ENSOARG00000014157,ENSCHIG00000023574,ortholog_one2one
ENSOARG00000014189,ENSCHIG00000017635,ortholog_one2one
ENSOARG00000014235,ENSCHIG00000002677,ortholog_one2one
ENSOARG00000014239,ENSCHIG00000013486,ortholog_one2one
ENSOARG00000014245,ENSCHIG00000021852,ortholog_one2one
ENSOARG00000014294,ENSCHIG00000006885,ortholog_one2one
ENSOARG00000014323,ENSCHIG00000017046,ortholog_one2one
ENSOARG00000014351,ENSCHIG00000017687,ortholog_one2one
ENSOARG00000014369,ENSCHIG00000016403,ortholog_one2one
ENSOARG00000014378,ENSCHIG00000022564,ortholog_one2one
ENSOARG00000014381,ENSCHIG00000020758,ortholog_one2one
ENSOARG00000014417,ENSCHIG00000025390,ortholog_one2one
ENSOARG00000014460,ENSCHIG00000024560,ortholog_one2one
ENSOARG00000014521,ENSCHIG00000021435,ortholog_one2one
ENSOARG00000014537,ENSCHIG00000026343,ortholog_one2one
ENSOARG00000014570,ENSCHIG00000026270,ortholog_one2one
ENSOARG00000014587,ENSCHIG00000020359,ortholog_one2one
ENSOARG00000014653,ENSCHIG00000017996,ortholog_one2one
ENSOARG00000014683,ENSCHIG00000014692,ortholog_one2one
ENSOARG00000014706,ENSCHIG00000010284,ortholog_one2one
ENSOARG00000014717,ENSCHIG00000013597,ortholog_one2one
ENSOARG00000014753,ENSCHIG00000010377,ortholog_one2one
ENSOARG00000014785,ENSCHIG00000023940,ortholog_one2one
ENSOARG00000014807,ENSCHIG00000025725,ortholog_one2one
ENSOARG00000014820,ENSCHIG00000013734,ortholog_one2one
ENSOARG00000014833,ENSCHIG00000012430,ortholog_one2one
ENSOARG00000014859,ENSCHIG00000024884,ortholog_one2one
ENSOARG00000014879,ENSCHIG00000012545,ortholog_one2one
ENSOARG00000014918,ENSCHIG00000012906,ortholog_one2one
ENSOARG00000014961,ENSCHIG00000015816,ortholog_one2one
ENSOARG00000015047,ENSCHIG00000018346,ortholog_one2one
ENSOARG00000015050,ENSCHIG00000017886,ortholog_one2one
ENSOARG00000015051,ENSCHIG00000014229,ortholog_one2one
ENSOARG00000015104,ENSCHIG00000016721,ortholog_one2one
ENSOARG00000015113,ENSCHIG00000022034,ortholog_one2one
ENSOARG00000015114,ENSCHIG00000009239,ortholog_one2one
ENSOARG00000015131,ENSCHIG00000007626,ortholog_one2one
ENSOARG00000015176,ENSCHIG00000014304,ortholog_one2one
ENSOARG00000015180,ENSCHIG00000015150,ortholog_one2one
ENSOARG00000015249,ENSCHIG00000027057,ortholog_one2one
ENSOARG00000015274,ENSCHIG00000019478,ortholog_one2one
ENSOARG00000015281,ENSCHIG00000021825,ortholog_one2one
ENSOARG00000015283,ENSCHIG00000022497,ortholog_one2one
ENSOARG00000015308,ENSCHIG00000023408,ortholog_one2one
ENSOARG00000015320,ENSCHIG00000013543,ortholog_one2one
ENSOARG00000015335,ENSCHIG00000016613,ortholog_one2one
ENSOARG00000015405,ENSCHIG00000007318,ortholog_one2one
ENSOARG00000015442,ENSCHIG00000018589,ortholog_one2one
ENSOARG00000015458,ENSCHIG00000013442,ortholog_one2one
ENSOARG00000015468,ENSCHIG00000025392,ortholog_one2one
ENSOARG00000015478,ENSCHIG00000009477,ortholog_one2one
ENSOARG00000015587,ENSCHIG00000022895,ortholog_one2one
ENSOARG00000015597,ENSCHIG00000021208,ortholog_one2one
ENSOARG00000015684,ENSCHIG00000005917,ortholog_one2one
ENSOARG00000015685,ENSCHIG00000022363,ortholog_one2one
ENSOARG00000015762,ENSCHIG00000026882,ortholog_one2one
ENSOARG00000015774,ENSCHIG00000024387,ortholog_one2one
ENSOARG00000015826,ENSCHIG00000011834,ortholog_one2one
ENSOARG00000015843,ENSCHIG00000021023,ortholog_one2one
ENSOARG00000015847,ENSCHIG00000021010,ortholog_one2one
ENSOARG00000015887,ENSCHIG00000015412,ortholog_one2one
ENSOARG00000015902,ENSCHIG00000017167,ortholog_one2one
ENSOARG00000015921,ENSCHIG00000027200,ortholog_one2many
ENSOARG00000015921,ENSCHIG00000018479,ortholog_one2many
ENSOARG00000015970,ENSCHIG00000010911,ortholog_one2one
ENSOARG00000015972,ENSCHIG00000023769,ortholog_one2one
ENSOARG00000016022,ENSCHIG00000018760,ortholog_one2one
ENSOARG00000016025,ENSCHIG00000026441,ortholog_one2one
ENSOARG00000016055,ENSCHIG00000007472,ortholog_one2many
ENSOARG00000016055,ENSCHIG00000013750,ortholog_one2many
ENSOARG00000016059,ENSCHIG00000015241,ortholog_one2one
ENSOARG00000016067,ENSCHIG00000021913,ortholog_one2one
ENSOARG00000016080,ENSCHIG00000006980,ortholog_one2one
ENSOARG00000016089,ENSCHIG00000025696,ortholog_one2one
ENSOARG00000016127,ENSCHIG00000011423,ortholog_one2one
ENSOARG00000016155,ENSCHIG00000024812,ortholog_one2one
ENSOARG00000016174,ENSCHIG00000025762,ortholog_one2one
ENSOARG00000016202,ENSCHIG00000021352,ortholog_one2one
ENSOARG00000016208,ENSCHIG00000008749,ortholog_one2one
ENSOARG00000016255,ENSCHIG00000021753,ortholog_one2one
ENSOARG00000016281,ENSCHIG00000025181,ortholog_one2one
ENSOARG00000016337,ENSCHIG00000024157,ortholog_one2one
ENSOARG00000016468,ENSCHIG00000024230,ortholog_one2one
ENSOARG00000016475,ENSCHIG00000026526,ortholog_one2many
ENSOARG00000016486,ENSCHIG00000005373,ortholog_one2one
ENSOARG00000016562,ENSCHIG00000011782,ortholog_one2one
ENSOARG00000016591,ENSCHIG00000026358,ortholog_one2one
ENSOARG00000016625,ENSCHIG00000008925,ortholog_one2one
ENSOARG00000016807,ENSCHIG00000027049,ortholog_one2one
ENSOARG00000016854,ENSCHIG00000017312,ortholog_one2one
ENSOARG00000016855,ENSCHIG00000015043,ortholog_one2one
ENSOARG00000016913,ENSCHIG00000020605,ortholog_one2one
ENSOARG00000016923,ENSCHIG00000021637,ortholog_one2one
ENSOARG00000017008,ENSCHIG00000019085,ortholog_one2one
ENSOARG00000017029,ENSCHIG00000012681,ortholog_one2one
ENSOARG00000017053,ENSCHIG00000015266,ortholog_one2one
ENSOARG00000017104,ENSCHIG00000008762,ortholog_one2one
ENSOARG00000017106,ENSCHIG00000025769,ortholog_one2one
ENSOARG00000017133,ENSCHIG00000015863,ortholog_one2one
ENSOARG00000017143,ENSCHIG00000023510,ortholog_one2one
ENSOARG00000017194,ENSCHIG00000017305,ortholog_one2one
ENSOARG00000017196,ENSCHIG00000019203,ortholog_one2one
ENSOARG00000017221,ENSCHIG00000010137,ortholog_one2one
ENSOARG00000017270,ENSCHIG00000012932,ortholog_one2one
ENSOARG00000017292,ENSCHIG00000021292,ortholog_one2one
ENSOARG00000017326,ENSCHIG00000013954,ortholog_one2one
ENSOARG00000017358,ENSCHIG00000019681,ortholog_one2one
ENSOARG00000017418,ENSCHIG00000006747,ortholog_one2one
ENSOARG00000017419,ENSCHIG00000020856,ortholog_one2one
ENSOARG00000017485,ENSCHIG00000008067,ortholog_one2one
ENSOARG00000017498,ENSCHIG00000004184,ortholog_one2one
ENSOARG00000017516,ENSCHIG00000012312,ortholog_one2one
ENSOARG00000017522,ENSCHIG00000025675,ortholog_one2one
ENSOARG00000017589,ENSCHIG00000018146,ortholog_one2one
ENSOARG00000017627,ENSCHIG00000017440,ortholog_one2one
ENSOARG00000017638,ENSCHIG00000010934,ortholog_one2one
ENSOARG00000017733,ENSCHIG00000019225,ortholog_one2one
ENSOARG00000017736,ENSCHIG00000022721,ortholog_one2one
ENSOARG00000017801,ENSCHIG00000000531,ortholog_one2one
ENSOARG00000017814,ENSCHIG00000026796,ortholog_one2one
ENSOARG00000017818,ENSCHIG00000012079,ortholog_one2one
ENSOARG00000017835,ENSCHIG00000011021,ortholog_one2one
ENSOARG00000017847,ENSCHIG00000024989,ortholog_one2one
ENSOARG00000017869,ENSCHIG00000024259,ortholog_one2one
ENSOARG00000017883,ENSCHIG00000002609,ortholog_one2one
ENSOARG00000017893,ENSCHIG00000014936,ortholog_one2one
ENSOARG00000017930,ENSCHIG00000008802,ortholog_one2one
ENSOARG00000017940,ENSCHIG00000005804,ortholog_one2one
ENSOARG00000017942,ENSCHIG00000023834,ortholog_one2one
ENSOARG00000017959,ENSCHIG00000021396,ortholog_one2one
ENSOARG00000017993,ENSCHIG00000010338,ortholog_one2one
ENSOARG00000018002,ENSCHIG00000024033,ortholog_one2one
ENSOARG00000018032,ENSCHIG00000026109,ortholog_one2one
ENSOARG00000018039,ENSCHIG00000009982,ortholog_one2one
ENSOARG00000018045,ENSCHIG00000017948,ortholog_one2one
ENSOARG00000018097,ENSCHIG00000022602,ortholog_one2one
ENSOARG00000018105,ENSCHIG00000016251,ortholog_one2one
ENSOARG00000018131,ENSCHIG00000011944,ortholog_one2one
ENSOARG00000018145,ENSCHIG00000014359,ortholog_one2one
ENSOARG00000018167,ENSCHIG00000008100,ortholog_one2one
ENSOARG00000018178,ENSCHIG00000016795,ortholog_one2one
ENSOARG00000018244,ENSCHIG00000019495,ortholog_one2one
ENSOARG00000018245,ENSCHIG00000011787,ortholog_one2one
ENSOARG00000018275,ENSCHIG00000025456,ortholog_one2one
ENSOARG00000018289,ENSCHIG00000008463,ortholog_one2one
ENSOARG00000018300,ENSCHIG00000024686,ortholog_one2one
ENSOARG00000018339,ENSCHIG00000023963,ortholog_one2one
ENSOARG00000018351,ENSCHIG00000020906,ortholog_one2one
ENSOARG00000018357,ENSCHIG00000016897,ortholog_one2one
ENSOARG00000018369,ENSCHIG00000024453,ortholog_one2one
ENSOARG00000018399,ENSCHIG00000018124,ortholog_one2one
ENSOARG00000018435,ENSCHIG00000023548,ortholog_one2one
ENSOARG00000018436,ENSCHIG00000015086,ortholog_one2one
ENSOARG00000018440,ENSCHIG00000026225,ortholog_one2one
ENSOARG00000018441,ENSCHIG00000020130,ortholog_one2one
ENSOARG00000018453,ENSCHIG00000000343,ortholog_one2one
ENSOARG00000018467,ENSCHIG00000015868,ortholog_one2one
ENSOARG00000018501,ENSCHIG00000020185,ortholog_one2one
ENSOARG00000018528,ENSCHIG00000025215,ortholog_one2one
ENSOARG00000018536,ENSCHIG00000017194,ortholog_one2one
ENSOARG00000018543,ENSCHIG00000026320,ortholog_one2one
ENSOARG00000018635,ENSCHIG00000023950,ortholog_one2one
ENSOARG00000018653,ENSCHIG00000026727,ortholog_one2one
ENSOARG00000018663,ENSCHIG00000024385,ortholog_one2one
ENSOARG00000018720,ENSCHIG00000022086,ortholog_one2one
ENSOARG00000018736,ENSCHIG00000016187,ortholog_one2one
ENSOARG00000018738,ENSCHIG00000012951,ortholog_one2one
ENSOARG00000018747,ENSCHIG00000022078,ortholog_one2one
ENSOARG00000018759,ENSCHIG00000016809,ortholog_one2many
ENSOARG00000018780,ENSCHIG00000022210,ortholog_one2one
ENSOARG00000018814,ENSCHIG00000020929,ortholog_one2one
ENSOARG00000018816,ENSCHIG00000019736,ortholog_one2one
ENSOARG00000018846,ENSCHIG00000015538,ortholog_one2one
ENSOARG00000018868,ENSCHIG00000008003,ortholog_one2one
ENSOARG00000018898,ENSCHIG00000018246,ortholog_one2one
ENSOARG00000018938,ENSCHIG00000001856,ortholog_one2one
ENSOARG00000018960,ENSCHIG00000026448,ortholog_one2one
ENSOARG00000018982,ENSCHIG00000020719,ortholog_one2one
ENSOARG00000019012,ENSCHIG00000014700,ortholog_one2one
ENSOARG00000019015,ENSCHIG00000018549,ortholog_one2one
ENSOARG00000019053,ENSCHIG00000022551,ortholog_one2one
ENSOARG00000019076,ENSCHIG00000016768,ortholog_one2one
ENSOARG00000019100,ENSCHIG00000025156,ortholog_one2one
ENSOARG00000019103,ENSCHIG00000010731,ortholog_one2one
ENSOARG00000019106,ENSCHIG00000026503,ortholog_one2one
ENSOARG00000019129,ENSCHIG00000020330,ortholog_one2one
ENSOARG00000019158,ENSCHIG00000026602,ortholog_one2one
ENSOARG00000019159,ENSCHIG00000008242,ortholog_one2one
ENSOARG00000019161,ENSCHIG00000009882,ortholog_one2one
ENSOARG00000019169,ENSCHIG00000025465,ortholog_one2one
ENSOARG00000021353,ENSCHIG00000005878,ortholog_one2one
ENSOARG00000021362,ENSCHIG00000003037,ortholog_one2one
ENSOARG00000021391,ENSCHIG00000002890,ortholog_one2one
ENSOARG00000021448,ENSCHIG00000004457,ortholog_one2one
ENSOARG00000021482,ENSCHIG00000002064,ortholog_one2one
ENSOARG00000021497,ENSCHIG00000002709,ortholog_one2many
ENSOARG00000021497,ENSCHIG00000002632,ortholog_one2many
ENSOARG00000021529,ENSCHIG00000002848,ortholog_one2one
ENSOARG00000021575,ENSCHIG00000003198,ortholog_one2one
ENSOARG00000021630,ENSCHIG00000003355,ortholog_one2one
ENSOARG00000021823,ENSCHIG00000009296,ortholog_one2one
ENSOARG00000021942,ENSCHIG00000001459,ortholog_one2one
ENSOARG00000021956,ENSCHIG00000008798,ortholog_one2one
ENSOARG00000021978,ENSCHIG00000005580,ortholog_one2one
ENSOARG00000022015,ENSCHIG00000003879,ortholog_one2one
ENSOARG00000022021,ENSCHIG00000002259,ortholog_one2one
ENSOARG00000022076,ENSCHIG00000005969,ortholog_one2one
ENSOARG00000022083,ENSCHIG00000004719,ortholog_one2one
ENSOARG00000022101,ENSCHIG00000003489,ortholog_one2one
ENSOARG00000022217,ENSCHIG00000000540,ortholog_one2one
ENSOARG00000022293,ENSCHIG00000003276,ortholog_one2many
ENSOARG00000022310,ENSCHIG00000003092,ortholog_one2one
ENSOARG00000022397,ENSCHIG00000002889,ortholog_one2one
ENSOARG00000022425,ENSCHIG00000004530,ortholog_one2many
ENSOARG00000022455,ENSCHIG00000008728,ortholog_one2one
ENSOARG00000022505,ENSCHIG00000002784,ortholog_one2one
ENSOARG00000022510,ENSCHIG00000002671,ortholog_one2many
ENSOARG00000022532,ENSCHIG00000004450,ortholog_one2one
ENSOARG00000022555,ENSCHIG00000003813,ortholog_one2one
ENSOARG00000022609,ENSCHIG00000008622,ortholog_one2one
ENSOARG00000022618,ENSCHIG00000002898,ortholog_one2one
ENSOARG00000022619,ENSCHIG00000006036,ortholog_one2one
ENSOARG00000022690,ENSCHIG00000008652,ortholog_one2one
ENSOARG00000022705,ENSCHIG00000008741,ortholog_one2one
ENSOARG00000022722,ENSCHIG00000002376,ortholog_one2one
ENSOARG00000022881,ENSCHIG00000005200,ortholog_one2one
ENSOARG00000022923,ENSCHIG00000008556,ortholog_one2one
ENSOARG00000023134,ENSCHIG00000001404,ortholog_one2one
ENSOARG00000023194,ENSCHIG00000002999,ortholog_one2one
ENSOARG00000023215,ENSCHIG00000002989,ortholog_one2one
ENSOARG00000023255,ENSCHIG00000006165,ortholog_one2one
ENSOARG00000023281,ENSCHIG00000005792,ortholog_one2many
ENSOARG00000023372,ENSCHIG00000008641,ortholog_one2one
ENSOARG00000023383,ENSCHIG00000008857,ortholog_one2one
ENSOARG00000023424,ENSCHIG00000005233,ortholog_one2one
ENSOARG00000023429,ENSCHIG00000008806,ortholog_one2one
ENSOARG00000023434,ENSCHIG00000005664,ortholog_one2one
ENSOARG00000023512,ENSCHIG00000003214,ortholog_one2one
ENSOARG00000023567,ENSCHIG00000002005,ortholog_one2one
ENSOARG00000023569,ENSCHIG00000008737,ortholog_one2one
ENSOARG00000023571,ENSCHIG00000003418,ortholog_one2one
ENSOARG00000023590,ENSCHIG00000003276,ortholog_one2many
ENSOARG00000023605,ENSCHIG00000005214,ortholog_one2one
ENSOARG00000023607,ENSCHIG00000008650,ortholog_one2one
ENSOARG00000023730,ENSCHIG00000008635,ortholog_one2one
ENSOARG00000023739,ENSCHIG00000002080,ortholog_one2one
ENSOARG00000023786,ENSCHIG00000003171,ortholog_one2one
ENSOARG00000023833,ENSCHIG00000008902,ortholog_one2one
ENSOARG00000023890,ENSCHIG00000000747,ortholog_one2one
ENSOARG00000023910,ENSCHIG00000006339,ortholog_one2one
ENSOARG00000023945,ENSCHIG00000005350,ortholog_one2one
ENSOARG00000024011,ENSCHIG00000006634,ortholog_one2one
ENSOARG00000024059,ENSCHIG00000005485,ortholog_one2one
ENSOARG00000024108,ENSCHIG00000004673,ortholog_one2one
ENSOARG00000024115,ENSCHIG00000003409,ortholog_one2one
ENSOARG00000024266,ENSCHIG00000002044,ortholog_one2one
ENSOARG00000024284,ENSCHIG00000002502,ortholog_one2one
ENSOARG00000024301,ENSCHIG00000002310,ortholog_one2one
ENSOARG00000024331,ENSCHIG00000008738,ortholog_one2one
ENSOARG00000024550,ENSCHIG00000006358,ortholog_one2one
ENSOARG00000024648,ENSCHIG00000003982,ortholog_one2one
ENSOARG00000024669,ENSCHIG00000003551,ortholog_one2one
ENSOARG00000024727,ENSCHIG00000001328,ortholog_one2one
ENSOARG00000024748,ENSCHIG00000003660,ortholog_one2one
ENSOARG00000024800,ENSCHIG00000001415,ortholog_one2one
ENSOARG00000024822,ENSCHIG00000005251,ortholog_one2one
ENSOARG00000024840,ENSCHIG00000002960,ortholog_one2one
ENSOARG00000024878,ENSCHIG00000005772,ortholog_one2one
ENSOARG00000024944,ENSCHIG00000002671,ortholog_one2many
ENSOARG00000025026,ENSCHIG00000002892,ortholog_one2one
